x	y	z
2329.706717	1014.664144	831.2326426
1750.465407	242.8510392	77.73064364
1430.707724	1069.444868	400.0366222
1746.040223	408.4139531	172.0938749
2458.037049	982.5434126	69.36857204
1294.289987	1639.988403	544.6943571
519.7302164	27.46665853	381.2372204
2396.542253	1454.588458	887.8749962
543.6872463	1652.424696	7.56859035
1285.439619	305.1850948	113.9866329
1487.472152	1426.511429	522.3853267
320.5206458	339.2132328	512.6499222
150.3799554	632.7249977	56.0319834
843.3027131	1041.97821	927.6100955
225.9132664	469.450972	624.1645558
429.3191321	828.7301248	827.1431623
1921.292764	250.8621479	814.2643513
1281.31962	1232.413709	40.37598804
721.8390454	752.2049623	205.1454207
1332.667013	847.3464156	317.7892392
990.7071139	4.501480148	503.4638508
50.05035554	2443.922239	367.8090762
1386.303293	2460.097049	40.62013611
984.2982269	1478.392895	250.5264443
2369.99115	93.386639	104.2207099
1893.673513	399.5635853	596.4537492
1663.640248	2229.377117	703.3906064
2313.303018	1009.399701	691.6104617
1727.729118	1263.847774	917.9052095
1826.075014	1984.618671	651.0818812
1965.163121	533.9976196	75.56382946
1573.686941	817.896054	319.4982757
238.8836329	2450.8652	770.5923643
789.208655	1710.715049	812.3416852
1224.860378	1205.175939	299.4781335
899.9908444	1145.130772	371.5628529
921.887875	1453.52031	578.3257546
1100.726341	1310.846278	78.37153233
124.6681112	1444.51735	136.997589
299.6154668	1054.26191	569.2312387
137.4095889	125.9651479	492.7213355
50.50813318	2385.326701	864.4062624
1784.493545	1939.680166	205.6947539
569.3990905	619.8309275	365.3675954
1670.278024	1819.895016	344.8591571
1257.286294	771.2027345	633.9609973
465.7124546	442.136906	60.76235237
2368.083743	2146.214179	357.7684866
2065.797906	61.64738914	607.3488571
2142.246773	58.36664937	555.528428
84.3836787	916.0130619	591.4181951
431.7606128	959.9597156	212.4393445
2143.467513	1200.750755	592.3337504
2130.726035	421.4606159	778.2830287
580.0042726	1617.32841	700.430311
664.4642476	75.76219977	940.275277
858.4856716	10.1474044	104.647969
2440.870388	192.2666097	420.6976531
1438.56624	1713.690603	735.5571154
1588.8699	1780.373547	870.9677419
1434.980316	977.2789697	268.9901425
2068.239387	1342.967009	865.9016694
415.356914	2303.689688	642.0178838
392.6969207	432.2946867	168.1569872
940.1226844	1765.953551	749.3514817
826.3649403	1301.614429	457.350383
1754.661702	1443.90698	303.8422803
53.40739158	2025.055696	229.1940062
723.8227485	1587.115085	80.05005036
1552.247688	2273.857845	188.5433515
1953.794977	1545.609912	44.00769066
276.4976959	2308.877834	813.4403516
1393.93292	960.2649007	326.761681
2336.420789	489.8983734	480.9411908
2367.778558	1247.74926	751.2131108
1231.879635	1519.669179	242.6221503
2249.061556	600.9094516	796.2584307
886.2575152	1551.866207	643.0860317
1701.4832	127.3384808	602.191229
322.5043489	10.98666341	517.8075503
1342.356639	918.9123203	13.91644032
1883.29722	1799.676504	105.4719687
186.9258705	856.5782647	849.0554521
969.3441572	336.5428632	695.3642384
1096.22486	2360.835597	687.490463
1942.426832	1870.937223	24.38428907
991.5463729	2164.754173	639.271218
1147.190771	78.81405072	367.015595
640.7361064	581.9116794	875.7896664
533.1583605	2374.187445	348.7655263
654.6220283	2215.567492	337.7483444
656.6057314	972.8537858	586.9624928
2297.891171	1681.646168	81.39286477
1472.594378	348.6739708	943.4492019
1599.475082	759.3005158	319.9560533
2364.726707	1120.258187	89.93804743
882.9004791	1486.251411	486.0377819
847.9567858	1432.157353	863.0939665
1017.334513	2168.340098	703.848384
1400.570696	840.5560472	144.1999573
745.1094089	1614.65804	46.93746757
980.8648946	1408.124027	370.1284829
1670.430616	215.5369732	990.7223731
38.75850703	1458.098086	882.9004791
1719.641713	1310.235908	673.5435041
1289.407025	2055.192724	790.5514695
1410.336619	1705.98468	82.39997559
2256.309702	69.20072024	457.7166051
1412.320322	273.6747337	202.9786065
659.6575823	2470.32075	801.4160588
1959.822382	2319.864498	644.6424757
695.9746086	2088.763085	858.7908567
2489.547411	1481.521043	393.1699576
2185.964537	786.7671743	243.6597797
1253.700369	1777.016511	284.4630268
22.20221564	2121.189001	743.7971129
2394.482253	1723.838008	651.9974364
2387.3867	2460.631123	54.17035432
2386.16596	1682.256539	511.2155522
1902.142399	2453.764458	121.3415937
1662.419507	1346.629231	722.0068972
762.3523667	45.01480148	410.6570635
961.5619373	660.4968413	949.2477187
597.3235267	2219.229713	230.9945982
756.2486648	932.4167608	38.45332194
1788.995025	627.0790735	683.2178716
1395.764031	141.1481063	771.2637715
1900.616474	1523.636586	464.4917142
1594.973601	1403.622547	980.4376354
230.9488205	846.7360454	286.1415448
1463.591418	401.7761773	821.5582751
1901.150548	1087.2219	671.9565416
1194.952239	283.0591754	732.657857
1859.111301	671.0257271	24.1706595
641.1175878	229.5754875	396.7406232
813.9286477	1694.769127	696.3103122
1099.353008	596.7131565	978.1487472
446.4857936	844.9812311	26.33747368
1538.590655	2310.480056	154.2100284
856.2730796	1502.426222	480.1171911
14.11481063	151.5243995	139.0423292
647.8316599	190.7406842	861.629078
2470.702231	204.9317911	115.6041139
907.2389904	497.8331858	588.3968627
824.1523484	174.1843928	385.4182562
122.379223	178.2280953	929.8379467
461.5924558	1520.813623	235.2671896
1933.194983	160.6799524	491.3174841
1911.526841	1044.572283	130.1309244
508.4383679	436.9487594	721.8543046
231.7117832	640.5072176	501.5717032
914.4871364	119.7851497	450.1174963
1447.264016	1607.867672	229.0414136
610.5227821	132.984405	42.69539476
962.3249001	614.8716697	40.37598804
2257.683035	2354.731895	350.6576739
2078.234199	2300.866726	604.8158208
1407.895138	1381.64922	791.0702841
1385.692923	79.80590228	189.0621662
1927.014985	2237.617115	327.7077548
2182.149724	1075.472274	513.4739219
1242.790002	2118.060854	389.3551439
2497.024445	2308.267464	10.19318216
780.7397687	1963.5609	524.1859188
1110.873745	2354.960784	172.0938749
800.1190222	2098.300119	458.1133457
935.6212043	2253.639332	213.0802332
2344.965972	664.6168401	828.6690878
2096.087527	506.1494797	966.8874172
1235.312967	1951.506088	827.7535325
2332.071902	1197.698904	952.6657918
1511.200293	1756.035035	935.5143895
236.3658559	563.4479812	959.685049
61.57109287	1455.961791	482.6197089
166.9362468	2358.92819	473.8608966
1890.697958	1809.976501	570.7266457
1741.080966	187.3073519	912.3508408
655.384991	1960.814234	529.89288
1940.977203	2072.28309	70.37568285
810.4190191	1505.478072	227.6680807
1849.040193	593.3561205	547.441023
2489.089633	1624.729148	787.9573962
699.6368297	2400.738548	326.883755
2185.125278	449.5376446	256.3554796
97.20145268	434.7361675	263.8630329
450.758385	894.4212165	87.37449263
1212.881863	2285.607471	112.9490036
1249.732963	1417.737358	649.8001038
359.6606342	373.546556	26.27643666
360.4235969	1893.902402	879.0551469
1353.724784	596.8657491	297.769097
1386.303293	810.3427229	371.7154454
1828.363903	2325.052644	647.4501785
1541.56621	1646.778771	241.8591876
474.4102298	692.1597949	654.3168432
2030.396435	871.3034455	568.7429426
858.5619678	1108.50856	181.4630573
1057.695242	303.3539842	885.525071
326.8532365	2344.203009	921.8726157
390.560625	466.7806024	511.1239967
2350.688192	2490.615558	647.297586
474.1050447	1795.098727	240.4248177
323.2673116	645.0086978	495.1017792
966.0634175	2470.168157	605.9144871
589.312418	353.9384136	801.2939848
2252.265999	586.5657521	229.6212653
184.8658712	248.115482	709.3722343
596.4842677	2049.928282	325.9987182
713.370159	1976.836451	176.7937254
1638.309885	1949.2172	816.1564989
1775.1854	2056.260872	189.947203
527.8176214	1408.658101	398.9684744
736.4879299	1656.315806	110.6906339
1153.370769	1926.404614	919.1869869
664.311655	714.5908994	234.992523
730.5368206	268.4102908	99.39878536
292.3673208	1662.266915	974.6391186
1046.632282	1913.58684	793.5422834
1722.464675	20.14221625	699.9114963
451.2924589	149.9221778	988.5555589
1024.811548	753.1968139	329.9661245
318.4606464	1523.712882	465.437788
1787.545396	2104.098636	352.9160436
236.2132633	1743.217261	944.9446089
2295.754875	1741.080966	225.8980071
1675.923948	2161.854915	318.9489425
1205.786309	2498.931852	169.6829127
1906.796472	915.3263955	829.8593097
2131.641591	837.5041963	358.1347087
26.16962188	2478.179266	426.3130589
2290.719321	1948.377941	536.5153966
1725.058748	153.3555101	631.1532945
2082.201605	267.4947356	308.2369457
371.6391491	624.1035188	716.2694174
1498.001038	2070.22309	830.1339763
731.6049684	987.8078555	429.5480209
911.1301004	1883.449812	581.6217536
2211.981567	1981.337931	574.0836818
863.6738182	730.1553392	343.3637501
2490.310373	1695.53209	30.76265755
792.1842097	764.107181	662.9230628
1315.11887	2286.44673	967.0094913
500.7324442	1738.3343	25.36088137
2225.104526	826.7464217	607.5014496
931.8826868	1535.00473	807.9775384
966.1397137	2322.992645	688.5586108
203.2532731	2224.799341	4.882961516
82.78145695	855.1286355	194.8301645
2290.94821	1390.804773	790.765099
1052.125614	1602.832118	816.1259804
1953.337199	2306.817835	365.459151
5.951109348	2496.032594	383.2209235
826.0597552	57.60368664	324.2286447
2094.332713	2208.929716	974.8832667
1378.063295	404.1413617	141.3922544
1950.437941	1490.600299	51.94250313
424.4361705	677.7397992	373.5160375
85.14664144	220.1910459	502.273629
2454.222236	1314.127018	3.326517533
1432.309946	903.6530656	487.899411
451.9791253	1851.481674	80.75197607
1740.775781	892.4375134	106.5706351
1006.118961	403.9887692	601.7639698
1638.386181	729.4686728	732.4747459
1588.030641	2320.474868	519.7912534
1027.63451	15.10666219	113.4067812
1295.05295	1031.678213	37.53776666
2083.880123	355.3880428	500.9308145
2368.236335	1027.558214	999.6948149
1573.458052	117.1910764	893.673513
1245.612964	1052.888577	428.357799
1553.315836	677.8923917	517.7770318
106.6621906	1536.530656	136.0515152
820.5664235	1443.525498	567.1864986
607.2420423	524.5368816	39.30784021
1807.153539	1419.339579	611.7435224
1120.944853	1046.708579	408.4902493
532.5479904	1373.25663	575.3349406
97.04886013	1464.201788	946.9588305
2289.72747	441.6028321	414.5023957
1429.105502	486.465041	423.0170598
2012.237922	2202.978607	216.4067507
820.7953124	1774.193548	705.0386059
2322.68746	603.6561174	6.439405499
343.7910092	920.5908383	598.6510819
640.9649953	965.4530473	738.0901517
2019.028291	1690.343944	981.3531907
1017.944884	960.1886044	353.6790063
632.8775903	255.2873318	496.3835566
599.3072298	1207.083346	79.59227271
1435.743278	2364.345225	633.5337382
1394.924772	347.3006378	879.5739616
169.5303201	475.4020814	509.3234046
1876.888333	394.2991424	858.7603381
1355.479598	2439.420759	193.4568316
1435.972167	153.6606952	14.98458815
1243.476669	1898.098697	133.2132939
431.9132054	372.7835932	696.2797937
2106.387524	2228.690451	228.4615619
1064.867092	1822.336497	70.74190497
2454.985199	2177.953429	535.6913968
1109.881893	2049.241615	472.3044527
1076.15894	1354.792932	548.0819117
282.677694	881.1456648	276.0093997
1864.45204	1546.906949	642.9029206
1679.891354	1719.718009	607.6845607
1537.522507	1961.729789	725.6385998
2444.91409	548.9516892	326.5480514
1317.865535	2024.36903	462.8131962
98.72737815	214.4688253	964.9952696
1829.584643	856.654561	902.6459548
414.517655	1712.622456	286.4467299
621.3568529	2080.980865	863.2770775
862.224189	2282.631916	462.019715
1693.472091	191.8088321	345.3474532
2076.097903	2324.137089	187.0784631
1486.632893	1991.40904	524.0943632
52.03405866	2387.615589	992.1872616
1307.641835	46.3881344	722.0984527
443.510239	512.7109592	167.2414319
2417.600024	1359.294412	281.6858425
2439.039277	1835.688345	745.0788903
2319.864498	16.47999512	569.7805719
2348.170415	1960.661641	497.7874081
1962.569048	1550.035096	584.8872341
250.9384442	909.90936	521.3782159
1423.993652	673.6198004	918.8818018
938.9782403	837.3516037	334.9406415
1501.968444	2015.060884	281.1059908
1965.468307	929.8989837	135.5327006
777.0775475	2000.717185	545.2131718
982.0093387	2340.998566	546.006653
2494.201483	741.523484	451.0940886
735.3434858	2410.657064	500.1678518
804.0101321	2165.059359	817.5603504
2191.000092	1142.612995	450.7889035
1850.871303	313.4250923	511.3071078
808.9693899	1742.378002	485.7020783
2187.33787	1237.220374	609.5156713
2074.72457	1281.548509	822.992645
364.619892	2316.354869	302.743614
1551.332133	61.79998169	149.2965484
87.51182592	716.3457137	244.819483
1036.332286	1806.390576	995.025483
360.3473006	1571.703238	384.7773675
2428.357799	1738.639485	426.6487625
2393.108921	969.7256386	944.4257942
1206.549272	1211.203345	410.2603229
2491.225929	434.88876	252.66274
1061.815241	1147.343364	880.4589984
43.94665365	2447.050386	744.3159276
1747.718741	2462.004456	466.0786767
352.8702658	2140.87344	697.9583117
215.3080844	147.4044008	598.9867855
1228.90408	278.481399	352.8550066
2111.270486	1660.969878	991.6989654
337.0006409	931.7300943	29.9386578
819.9560533	2443.617054	839.3505661
0.152592547	616.3212989	916.379284
984.3745231	2145.222327	204.7486801
395.2146977	451.4450514	377.3003327
1899.47203	2247.383038	508.0721458
1105.456709	828.3486435	161.3513596
2408.597064	2067.018647	489.9441511
136.4940336	641.2701804	788.6593219
2004.455702	912.6560259	73.73271889
1580.935087	1903.439436	882.9615162
1806.237983	2252.723777	843.5926389
929.5937986	2120.502335	350.3830073
514.3131809	1466.795862	4.66933195
905.713065	178.9910581	247.2914823
898.6175115	2385.937071	328.2570879
931.7300943	786.8434706	41.32206183
917.3100986	2208.548235	326.2428663
261.0858486	1748.405408	877.5292215
1749.626148	2313.989685	380.7794427
1216.62038	1621.524705	541.9476913
1927.014985	1796.014283	390.3927732
194.1740165	1658.528397	191.3815729
1419.94995	1522.186956	317.300943
422.2998749	1931.669057	717.7037873
1045.106357	1995.223853	452.436903
2231.36082	1257.133702	959.807123
2466.353343	1074.9382	879.7875912
1591.692862	516.9072542	994.9644459
1430.17365	511.7191076	147.9842524
1238.441115	798.5168004	554.7959838
769.1427351	1068.681906	166.7531358
1127.506333	492.3398541	348.1246376
1681.340983	77.51701407	463.820307
1575.670644	667.8212836	855.6169317
924.405652	394.8332163	793.1760613
1032.975249	2253.105258	116.8553728
1896.038697	1214.1789	297.0671712
1342.738121	832.392346	281.7468795
683.0805383	1859.34019	621.9977416
1860.942412	1815.393536	372.2952971
612.1250038	2344.813379	195.6541643
261.6199225	1880.474258	921.8420972
2172.383801	1954.863124	912.1677297
42.42072817	1017.563402	50.53865169
993.0722983	2176.656392	374.4010743
494.7813349	2255.775628	226.6914884
1384.243294	834.1471603	225.9895627
2017.502365	2315.820795	572.8324229
864.741966	526.1391034	600.0854518
943.3271279	48.21924497	236.0606708
1164.738914	1779.68688	940.5804621
1339.0759	2159.108249	170.4458754
2465.819269	7.85851619	39.46043275
1825.006867	1449.552904	806.7262795
1687.978759	717.4138615	705.8626057
1172.978912	677.8923917	633.7778863
1517.532884	2259.666738	664.0217292
76.14368114	1732.535783	811.731315
1151.081881	71.71849727	694.2350536
864.8182623	1670.049135	703.6957915
1476.027711	1126.285592	304.8799097
2377.239296	865.581225	778.8628803
672.1701712	7.477034822	984.6186712
1496.398816	619.5257424	824.3354595
73.16812647	1472.441786	952.1469771
1345.027009	2118.976409	937.5896481
1127.277444	1357.310709	925.1075777
1603.061007	2231.437117	476.0887478
1507.614368	1047.547838	391.8881802
1693.395795	774.5597705	142.4604022
910.0619526	779.5953246	817.9876095
474.3339335	217.9021577	807.3061312
1394.466994	1574.5262	774.8954741
1904.278695	1297.112949	642.8724021
2348.857082	2445.829646	770.5313272
209.2806787	819.9560533	783.4101382
332.9569384	1483.657338	210.7608264
709.8605304	76.67775506	166.5700247
764.94644	1801.507614	55.94042787
1448.40846	298.2421339	572.8019044
702.0020142	1464.278085	981.3226722
1430.555132	2102.267525	286.9960631
1407.437361	701.0101627	827.4483474
1454.512162	378.58211	387.2798853
42.3444319	255.363628	466.4448988
966.21601	1174.65743	542.1613208
747.6271859	1960.432752	529.7402875
1964.247566	1885.357219	496.8108158
635.0901822	1847.361675	377.1782586
1488.082522	2019.638661	274.3919187
2369.304483	125.5073702	851.6190069
481.2005982	548.2650227	636.4024781
1135.898923	1516.922514	388.7752922
1626.94174	1409.115879	659.5965453
1436.429945	1504.10474	563.1885739
2434.308908	216.4525285	524.7352519
2374.416334	1866.969817	767.9677725
206.1525315	1651.203955	894.4364757
476.4702292	256.4317759	81.75908689
371.4102603	2463.377789	712.5766778
677.5872066	1292.764061	88.16797388
1815.088351	1057.008576	10.86458937
459.3798639	1093.096713	109.7750786
112.0029298	318.3843501	480.0866726
827.7382733	1047.471541	626.5755181
2269.890439	2245.09415	286.1110263
2410.73336	375.225074	188.9706107
28.15332499	108.6458937	1.831110569
2012.543107	827.5093844	536.0271004
759.3005158	391.7050691	717.0934172
1039.536729	1166.112247	514.2063662
879.1619617	1645.558031	498.0010376
1378.292184	1550.56917	386.6389966
1722.15949	2287.133396	528.1228065
619.2205573	1528.595843	850.7644887
2368.160039	739.844966	590.6247139
1045.487838	247.8865932	170.0491348
752.2812586	806.3753166	180.6390576
2101.886044	1617.633595	899.0752892
1345.255898	1781.441694	583.8190863
694.6012757	742.8968169	360.2710044
79.57701346	655.3086947	853.5111545
1703.695791	1362.651448	950.2853481
327.845088	1865.443892	886.6237373
1583.52916	37.30887783	125.0038148
422.60506	2499.465926	862.7277444
2443.769646	1788.384655	176.6411328
1259.880367	1701.940977	296.7619861
1604.358043	1577.730644	281.1059908
2260.048219	1336.787011	989.5931883
1371.42552	1769.539476	400.6164739
682.3175756	2291.634877	365.1234474
2239.906003	323.1910154	87.89330729
818.5064241	1222.57149	185.4915006
1466.872158	767.7694021	685.7203894
1237.067782	102.0081179	558.4276864
2029.175695	787.6064333	472.2128971
322.5806452	2206.717124	622.7607044
948.5915708	1846.217231	594.0122684
675.2220222	2230.292673	440.0158696
2400.662252	476.3176366	778.6492508
1804.559465	1591.31138	559.5873898
1472.594378	509.4302194	453.0167547
792.5656911	1784.18836	586.5047151
483.1843013	2390.896329	639.149144
20.52369762	370.2658162	988.4945219
457.167272	1165.959655	476.0582293
2463.072604	2468.489639	459.8834193
2254.249702	1522.949919	55.3910947
1270.332957	1957.991272	536.3933226
1519.058809	1758.857997	80.17212439
1693.395795	109.1036714	953.2456435
633.4879604	1509.369182	287.8505814
166.6310617	1567.278054	585.8333079
752.967925	862.6056703	244.8500015
370.1132237	100.7110813	829.0658284
1883.29722	1369.747002	645.1918088
2152.317881	847.3464156	85.26871548
341.2732322	293.2065798	255.4399243
1620.075076	1010.467849	769.0664388
2423.093356	999.7863704	767.7541429
2310.708945	1138.4167	17.7007355
2226.935636	26.62739952	675.3440962
957.8234199	824.4575335	253.7614063
1918.851283	340.5102695	499.160741
2267.525254	2454.832606	996.2157048
833.5367901	974.9137852	890.2249214
640.888699	1069.82635	991.3022248
2256.309702	896.8626972	939.4512772
729.8501541	1554.841762	955.3514206
68.97183142	2414.62447	68.39197974
904.7212134	296.8688009	113.2541887
756.9353313	2026.047548	773.3085116
1960.203864	1206.549272	406.7812128
1094.241157	2116.153447	880.9472945
499.5117038	2156.361583	857.5701163
2247.154149	669.1183203	468.0013428
231.4828944	1509.979553	228.3700064
1094.164861	970.0308237	825.1899777
200.430311	2055.345317	955.7786798
838.3434553	1946.165349	433.6985382
2060.762352	383.0072939	454.8478652
2033.295694	156.7888424	495.7426679
1714.148381	127.2621845	444.5631275
1029.69451	1787.545396	740.745262
1768.089846	1573.763237	39.55198828
2131.183813	158.0095828	646.2599567
651.2649922	1999.343852	119.7546312
1490.066225	1524.17066	487.1059297
2157.200842	2304.300058	55.57420576
1542.252876	2154.911954	386.2117374
989.7915586	92.01330607	351.5427107
1131.168554	606.0213019	410.1992859
865.3523362	1409.49736	304.7578356
2473.677786	1111.331523	355.876339
2198.40083	1935.865352	479.9035615
829.5693838	2374.263741	836.4207892
1679.052095	77.66960662	804.1016877
226.371044	1088.976714	224.0058596
1443.067721	738.166448	508.865627
407.4221015	1555.146947	562.2119816
1362.19367	1053.041169	117.5572985
393.6887722	2089.67864	351.1154515
2049.165319	2186.422315	318.2470168
1731.77282	900.9063997	761.0400708
1294.137394	909.2989898	2.533036287
1200.216681	1473.815119	962.7674184
639.0575884	219.962157	111.7282632
40.97109897	647.4501785	508.743553
1963.713492	1254.692221	339.3658254
1218.375195	1750.694296	676.229133
1619.998779	757.2405164	320.2612384
1858.424635	711.0812708	22.49214148
2117.145299	976.2108219	812.7384259
1444.212165	287.5606555	724.570452
1440.931425	1110.034486	678.7621693
1601.840266	1796.700949	205.9694205
605.9450056	383.5413678	314.0354625
1968.06238	234.5347453	721.6406751
1292.687765	1571.779534	695.9746086
249.4125187	338.7554552	594.8973052
231.4828944	1862.239448	533.0973235
2225.02823	712.4546037	311.8686483
672.1701712	1912.442396	235.3587451
670.0338755	947.7523118	297.1587268
1634.342479	393.9939573	707.9073458
57.60368664	560.0146489	548.4786523
482.4213385	1765.190588	426.0383923
477.8435621	1282.235176	20.23377178
1523.178808	1056.016724	1.434369945
1077.913755	1187.475204	344.1267129
591.2198248	139.0881069	622.6691488
2021.622364	520.6457717	780.7245094
793.1760613	1855.525376	474.4407483
1060.365612	333.6436048	837.488937
518.8146611	542.0850246	632.8318125
365.9932249	1353.267006	388.9889218
1827.066866	1511.886959	122.0130009
352.0310068	2273.247475	19.53184606
678.3501694	1948.683126	930.8450575
1376.53737	1666.081729	303.1098361
529.0383618	543.9161351	944.2732017
533.9213233	1271.019623	463.4846034
339.0606403	2096.621601	76.50990326
765.3279214	839.7930845	945.6160161
2386.16596	272.3014008	517.9906613
2317.117832	1330.149236	501.7548143
2235.633412	847.3464156	57.83257546
1209.219642	1834.009827	76.84560686
605.4109317	596.1790826	39.85717338
2409.054842	1531.11362	694.3876461
2494.125187	94.30219428	776.20777
897.7019562	1480.14771	318.918424
622.8827784	1153.904843	308.6336863
833.7656789	8.392590106	931.6080203
